BMI_T1,CRP_T1,PSBMI_T1,PSCRP_T1,BMI_T2,CRP_T2,PSBMI_T2,PSCRP_T2,zygosity
1.5069088024998505,0.5009002690315338,0.8416076063223261,1.4383742063156042,1.324121743436395,-0.9315107519491292,-0.38579713737486876,-0.40995332272641183,DZ
-0.49888325429728914,-1.7765151185599306,-0.6451863385451689,-0.7206704823010657,-0.8215612416754587,-1.435675567913866,-0.3114365998652323,-1.122368964401426,DZ
0.1088975600356008,-0.021758410187318847,-0.08655222636649151,0.5573395277254823,0.6952146571509441,0.01896680482639157,1.5382996458014808,0.07368901473369074,DZ
-0.07089162370056493,-0.2174583715850364,0.0109387473935299,-2.1836516230374476,0.7678898259321904,-0.3081736746354978,0.4573402979697059,-2.5656416853137562,DZ
0.23021628403310343,0.22562053602931356,-0.7455063833082184,-1.3414608449559862,1.3554551458749535,0.12609555252045365,0.35398062393853236,-1.105288525342936,DZ
-0.8083876951343139,-0.469318396854539,-1.1435649730356041,-0.7091837254761264,-1.1853274703986934,-1.1426542571015543,0.0402697819078206,-0.2284395789907413,DZ
-0.9800484121713394,-1.0822034436144663,-2.8274875115333664,-1.6819491020985986,-1.5266426197256124,-1.4886334684584432,-0.9117594994005601,0.8810278968057181,DZ
-1.8677122672087312,-0.2791404264865307,-0.572385997948161,-0.6415736660664639,-0.3227475736930114,0.13210407007130184,1.110988445238394,-0.43737350618558496,DZ
1.2745908560039758,-0.9643429263314183,1.9667746138612512,-0.6237060950282269,2.3025219595601407,0.5339240325581812,1.3202554097415797,0.7483749525211397,DZ
0.7060674629795973,-0.11886630534066464,0.11276430539361793,-0.2651462224617642,0.738056448530011,0.520417714391263,0.14144676082876745,0.8061822568246452,DZ
1.9618722944095006,1.8394458547066543,0.7578479649738519,0.6130932348030127,0.282848278581724,1.2551140255090403,1.489369147938234,1.0754164217772073,DZ
0.3523888663255145,-0.4007212380831523,1.0498052411067529,0.006058181935933968,0.07302477934632058,-0.9571576803368206,1.0591867296618527,-1.0656419752857986,DZ
-2.20404847191166,-2.1361325309365418,-2.2733130615432455,-0.451749769110693,-2.2446878855137498,-1.151579809289269,-0.8705881413542079,0.3415453947697493,DZ
1.1419425182972234,0.5321502407754066,0.42997068950671147,-0.7067030776603924,-0.30081238990824244,0.33403731893446503,2.0919514456074446,-0.011228366472491097,DZ
